time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-27 00:00:00+00:00,2,2,38,12
2026-01-28 00:00:00+00:00,4,4,22,6
2026-01-29 00:00:00+00:00,4,4,17,11
2026-01-30 00:00:00+00:00,2,2,3,1
2026-01-31 00:00:00+00:00,0,0,15,10
2026-02-01 00:00:00+00:00,0,0,46,6
2026-02-02 00:00:00+00:00,0,0,71,21
2026-02-03 00:00:00+00:00,3,3,80,13
2026-02-04 00:00:00+00:00,1,1,8,2
2026-02-05 00:00:00+00:00,3,3,24,11
2026-02-06 00:00:00+00:00,0,0,7,4
2026-02-07 00:00:00+00:00,1,1,15,7
2026-02-08 00:00:00+00:00,0,0,11,7
2026-02-09 00:00:00+00:00,0,0,26,7
