time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-21 00:00:00+00:00,3,3,30,9
2026-01-22 00:00:00+00:00,4,4,50,10
2026-01-23 00:00:00+00:00,2,2,23,10
2026-01-24 00:00:00+00:00,4,4,141,47
2026-01-25 00:00:00+00:00,3,3,49,11
2026-01-26 00:00:00+00:00,4,4,62,19
2026-01-27 00:00:00+00:00,2,2,38,12
2026-01-28 00:00:00+00:00,4,4,22,6
2026-01-29 00:00:00+00:00,4,4,17,11
2026-01-30 00:00:00+00:00,2,2,3,1
2026-01-31 00:00:00+00:00,0,0,15,10
2026-02-01 00:00:00+00:00,0,0,46,6
2026-02-02 00:00:00+00:00,0,0,71,21
2026-02-03 00:00:00+00:00,3,3,80,13
