time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-23 00:00:00+00:00,,,40,10
2024-11-24 00:00:00+00:00,,,23,7
2024-11-25 00:00:00+00:00,,,58,11
2024-11-26 00:00:00+00:00,,,28,9
2024-11-27 00:00:00+00:00,,,46,13
2024-11-28 00:00:00+00:00,,,34,12
2024-11-29 00:00:00+00:00,,,49,13
2024-11-30 00:00:00+00:00,,,30,12
2024-12-01 00:00:00+00:00,3.0,3.0,49,12
2024-12-02 00:00:00+00:00,3.0,3.0,109,25
2024-12-03 00:00:00+00:00,1.0,1.0,77,20
2024-12-04 00:00:00+00:00,,,62,20
2024-12-05 00:00:00+00:00,,,33,11
2024-12-06 00:00:00+00:00,,,20,8
