time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-13 00:00:00+00:00,2,2,22,8
2026-02-14 00:00:00+00:00,2,2,23,7
2026-02-15 00:00:00+00:00,0,0,47,8
2026-02-16 00:00:00+00:00,0,0,37,13
2026-02-17 00:00:00+00:00,2,2,13,7
2026-02-18 00:00:00+00:00,4,3,8,4
2026-02-19 00:00:00+00:00,0,0,37,5
2026-02-20 00:00:00+00:00,1,1,4,2
2026-02-21 00:00:00+00:00,0,0,2,2
2026-02-22 00:00:00+00:00,2,2,53,9
2026-02-23 00:00:00+00:00,32,13,178,27
2026-02-24 00:00:00+00:00,1,1,214,37
2026-02-25 00:00:00+00:00,2,2,306,47
2026-02-26 00:00:00+00:00,2,2,196,40
